Papel;Cotacao;PL;PVP;PSR;DY;PAtivo;PCapGiro;PEBIT;PAtivCircLiq;EVEBIT;EVEBITDA;MargEBIT;MargLiq;LiqCorr;ROIC;ROE;Liq2meses;PatrimLiquido;DivBrutaPatrim;CrescRec5a
TEKA4;21.25;-0.06;0.0;0.033;0.0;0.009;0.0;0.67;0.0;38.92;30.57;0.0495;-0.528;0.05;0.0213;0.0776;0.0;-2202960000.0;-0.28;0.2375
CTNM4;0.86;-0.06;-0.07;0.041;0.0;0.009;-0.01;-0.06;-0.01;-2.95;-3.75;-0.6736;-1.3736000000000002;0.24;-0.1707;1.2634;0.0;-375916000.0;-3.54;-0.24850000000000003
VPSC4;9.99;-0.05;4.3;0.029;0.0;0.033;-0.06;-0.13;-0.06;-0.2;-0.2;-0.22820000000000001;-0.5589999999999999;0.43;-0.28559999999999997;-82.4683;0.0;1232000.0;6.15;-0.1002
TENE7;9.8;-0.05;-0.01;1.07;0.0;0.122;-0.52;-3.03;-0.01;-3.03;15.78;-0.3529;-20.8375;0.04;-0.0415;0.1409;0.0;-163854000.0;0.0;6.096699999999999
VAGV3;1.14;-0.05;-0.01;0.014;0.0;0.037;-0.08;-0.27;-0.01;-8.9;-8.9;-0.0508;-0.2929;0.52;-0.1514;0.2073;0.0;-8194580000.0;-0.31;0.0106
PMAM3;0.5;-0.05;-0.01;0.129;0.0;0.045;-0.01;-0.27;-0.01;-20.91;-31.57;-0.47009999999999996;-2.8388999999999998;0.05;-0.2982;0.2304;2293430.0;-6658140000.0;-0.79;-0.473
DHBI4;1.01;-0.04;-0.01;0.046;0.0;0.018;-0.01;-0.2;-0.01;-21.09;-51.1;-0.23579999999999998;-1.5481;0.12;-0.105;0.21030000000000001;0.0;-456340000.0;-0.99;-0.23620000000000002
JFEN3;0.85;-0.04;-0.12;0.049;0.0;0.015;0.04;-0.08;-0.04;-2.32;-2.68;-0.5805;-1.1745;1.66;-0.18030000000000002;2.8838999999999997;40809.2;-88903000.0;-3.27;1.2467
VAGV4;1.02;-0.04;-0.01;0.012;0.0;0.033;-0.07;-0.24;-0.01;-8.87;-8.87;-0.0508;-0.2929;0.52;-0.1514;0.2073;0.0;-8194580000.0;-0.31;0.0106
GAFP3;0.12;-0.04;-0.01;0.372;0.0;0.015;-0.09;-0.48;-0.01;-46.92;-46.92;-0.7757;-9.8128;0.51;-0.0321;0.38789999999999997;0.0;-80712500.0;-1.43;-0.5809000000000001
ARTE3;7.7;-0.04;-0.04;0.0;0.0;0.103;0.0;-0.52;0.0;-15.85;-15.85;0.0;0.0;0.0;0.0;1.0290000000000001;0.0;-33570000.0;0.0;-0.6435
TROR3;2.63;-0.03;-0.01;0.598;0.0;0.532;-0.01;-6.57;-0.01;-728.92;-728.92;-0.0911;-17.4552;0.01;-0.0977;0.2114;0.0;-1959650000.0;-0.8;0.0634
PDGR3;1.79;-0.03;0.0;0.06;0.0;0.012;-0.01;-0.1;0.0;-7.1;-7.14;-0.5856;-1.8207;0.34;-0.2915;0.0525;498276.0;-3405290000.0;-0.13;-0.27390000000000003
VPSC3;6.03;-0.03;2.59;0.017;0.0;0.02;-0.03;-0.08;-0.04;-0.15;-0.15;-0.22820000000000001;-0.5589999999999999;0.43;-0.28559999999999997;-82.4683;0.0;1232000.0;6.15;-0.1002
VPTA3;5.0;-0.03;0.0;0.124;0.0;0.026;-0.01;-0.06;0.0;-6.82;-6.82;-1.9357;-3.9638;0.23;-0.45;0.1011;0.0;-867658000.0;-0.34;-0.5891
ARTE4;6.81;-0.03;-0.03;0.0;0.0;0.091;0.0;-0.46;0.0;-15.79;-15.79;0.0;0.0;0.0;0.0;1.0290000000000001;0.0;-33570000.0;0.0;-0.6435
OIBR3;0.16;-0.03;0.0;0.232;0.0;0.003;-0.02;-0.02;0.0;-3.88;-5.17;-11.4146;-8.0887;0.59;-0.1797;0.1189;223580.0;-15496000000.0;-0.72;-0.4594
GSHP3;2.94;-0.02;0.0;0.03;0.0;0.005;-0.05;0.1;0.0;36.01;34.64;0.3029;-1.3561;0.57;0.0545;0.1949;341.1;-1318090000.0;-1.62;0.107
TROR4;1.56;-0.02;0.0;0.355;0.0;0.316;0.0;-3.9;0.0;-726.24;-726.24;-0.0911;-17.4552;0.01;-0.0977;0.2114;0.0;-1959650000.0;-0.8;0.0634
SGPS3;1.64;-0.02;-0.02;0.03;0.0;0.007;-0.01;-0.05;-0.01;-3.04;-3.99;-0.6234000000000001;-1.768;0.22;-0.1744;1.2705;0.0;-764048000.0;-1.43;-0.22010000000000002
GAFP4;0.05;-0.02;-0.01;0.155;0.0;0.006;-0.04;-0.2;0.0;-46.65;-46.65;-0.7757;-9.8128;0.51;-0.0321;0.38789999999999997;0.0;-80712500.0;-1.43;-0.5809000000000001
MILK33;0.3;-0.02;-0.02;0.077;0.0;0.029;-0.08;-0.04;-0.02;-0.11;-0.12;-1.768;-5.0808;0.5;-0.7091;1.6512;0.0;-516285000.0;-0.04;-0.4204
RPMG4;0.26;-0.01;0.0;0.002;0.0;0.002;-0.01;-0.01;0.0;0.02;0.02;-0.2108;-0.19190000000000002;0.76;-0.1865;0.2232;0.0;-7433370000.0;0.0;0.4364
SCAR4;10.0;-0.01;0.0;0.001;0.0;0.0;0.0;0.01;0.0;8.32;5.06;0.2261;-0.1503;3.3;0.0351;-0.0406;0.0;1504490000.0;0.7;0.23600000000000002
OSXB3;1.63;0.0;0.0;0.065;0.0;0.003;-0.01;-0.16;0.0;-232.59;-432.42;-0.40299999999999997;-18.558;0.04;-0.0217;0.1592;6313.26;-8925360000.0;-0.83;0.3815
CGOS4;16.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.16;0.0;-313.85;-313.85;-0.002;-0.1048;0.54;-0.0008;-0.39020000000000005;0.0;453387000.0;2.48;0.0897
TENE5;0.5;0.0;0.0;0.055;0.0;0.006;-0.03;-0.15;0.0;-0.15;0.78;-0.3529;-20.8375;0.04;-0.0415;0.1409;0.0;-163854000.0;0.0;6.096699999999999
CBMA4;0.01;0.0;0.0;0.088;0.0;0.008;-0.28;0.05;0.0;1445.63;1272.69;1.7787;-131.96200000000002;0.5;0.15289999999999998;0.0496;0.0;-29580200000.0;-1.02;1.143
CBMA3;0.01;0.0;0.0;0.088;0.0;0.008;-0.28;0.05;0.0;1445.63;1272.69;1.7787;-131.96200000000002;0.5;0.15289999999999998;0.0496;0.0;-29580200000.0;-1.02;1.143
OSAO4;8.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9.63;8.11;-0.0246;-0.1506;0.32;-0.056799999999999996;0.2614;0.0;-673571000.0;-0.43;0.1858
BPNM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0967;0.0;7792670000.0;0.0;-0.015300000000000001
ECIS3;211.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.53;1.53;0.349;0.1418;1.38;0.12480000000000001;0.0733;0.0;129346000.0;0.38;0.0466
DUFB11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LECO3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.0;-3.0;-0.021400000000000002;-0.0472;0.82;-0.0348;-0.1482;0.0;105928000.0;0.2;0.0358
ALBA3;2.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.27;-1.27;0.095;0.0962;1.83;0.204;0.1977;0.0;354860000.0;0.03;0.1469
SASG3;0.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECIS4;145.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.53;1.53;0.349;0.1418;1.38;0.12480000000000001;0.0733;0.0;129346000.0;0.38;0.0466
SALM3;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;1.1;0.10220000000000001;0.041299999999999996;1.31;0.25780000000000003;0.1953;0.0;475600000.0;0.8;0.24530000000000002
SEBB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.23;-0.23;0.0924;0.07400000000000001;2.44;0.2415;0.23010000000000003;0.0;145783000.0;0.01;0.5004
AGEI3;7.8;0.0;1.25;0.0;0.0;0.47;1.39;0.0;-12.59;0.0;0.0;0.0;0.0;2.45;0.0;0.0;0.0;1878210000.0;1.01;0.0
SEBB4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.23;-0.23;0.0924;0.07400000000000001;2.44;0.2415;0.23010000000000003;0.0;145783000.0;0.01;0.5004
SFSA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;739524000.0;0.0;0.0015
SGEN3;5.0;0.0;0.77;593.76;0.0;0.493;-8.34;-31.73;-2.01;-32.42;-32.42;-18.7117;0.0;0.65;-0.0159;0.0;0.0;156981000.0;0.02;-0.5985
SGEN4;0.6;0.0;0.09;71.251;0.0;0.059;-1.0;-3.81;-0.24;-4.5;-4.5;-18.7117;0.0;0.65;-0.0159;0.0;0.0;156981000.0;0.02;-0.5985
SALM4;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;1.1;0.10220000000000001;0.041299999999999996;1.31;0.25780000000000003;0.1953;0.0;475600000.0;0.8;0.24530000000000002
VSPT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3786440000.0;0.0;0.09179999999999999
LATS3;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.27;1.27;0.1174;0.013000000000000001;1.67;0.11630000000000001;0.0184;0.0;680646000.0;0.39;0.1537
BPAT33;20.0;0.0;0.82;0.0;0.35719999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;876492000.0;0.0;0.0
BERG3;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-10.49;-10.49;-0.086;-0.326;0.46;-0.0558;-1.0271;0.0;9538000.0;2.86;-0.08
TIMS3;26.77;0.0;0.0;0.0;0.09179999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;174677000.0;0.0;0.0;0.1489
FLCL5;12.5;0.0;13.16;0.0;0.0;2.651;-633.24;0.0;-5.15;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;428112000.0;2.7;0.0
FLCL6;9.91;0.0;10.43;0.0;0.0;2.102;-502.03;0.0;-4.08;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;428112000.0;2.7;0.0
ICPI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BBTG13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;10000.0;0.0;0.0
GALO3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1398;-1.8458;0.0;0.3937;0.0762;0.0;-60607000.0;0.0;-0.2897
GALO4;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1398;-1.8458;0.0;0.3937;0.0762;0.0;-60607000.0;0.0;-0.2897
GEPA3;33.8;0.0;0.0;0.0;0.302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7975.36;0.0;0.0;0.0166
GEPA4;35.99;0.0;0.0;0.0;0.2836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19502.9;0.0;0.0;0.0166
GPIV33;4.42;0.0;0.23;-6.068;0.0;0.12;0.89;-2.36;2.57;0.56;0.56;2.5732;0.0;3.34;-0.0605;0.0;0.0;1318490000.0;0.03;-0.40990000000000004
BBTG11;15.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNEP3;3.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.09;-1.09;0.20920000000000002;0.25420000000000004;2.39;0.2053;0.228;0.0;955105000.0;0.06;0.0815
BMEF3;11.0;0.0;4.16;0.0;0.0;3.482;10.24;0.0;11.3;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;2674780000.0;0.0;0.0
ILLS4;100.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.73;0.0843;-0.10220000000000001;0.5;0.0814;0.36090000000000005;0.0;-18567000.0;-0.22;0.0933
SLCP3;610.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOVH3;15.71;0.0;6.16;0.0;0.0;4.874;6.9;0.0;6.91;0.0;0.0;0.0;0.0;4.4;0.0;0.0;0.0;1843320000.0;0.0;0.0
JFAB4;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-112.33;-112.33;0.0;0.0;0.0;0.0;0.023399999999999997;0.0;-10183000.0;0.0;0.0
JBDU3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56569000.0;0.0;0.0
EQMA5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4334970000.0;0.0;0.079
EQMA6B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4334970000.0;0.0;0.079
VVAX4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.44;-4.44;-0.0736;-0.3776;2.19;-0.0652;-0.9203;0.0;144676000.0;1.55;0.0
IRBR3;55.77;0.0;0.86;0.876;0.0;0.292;0.0;8.15;0.0;0.0;0.0;0.1074;0.0;0.0;0.0;0.0;55667100.0;5282690000.0;0.0;-0.255
INHA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-7.25;-7.89;-0.2138;-0.0716;1.88;-0.0395;-0.0313;0.0;1989340000.0;0.78;-0.0721
TNEP4;3.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.09;-1.09;0.20920000000000002;0.25420000000000004;2.39;0.2053;0.228;0.0;955105000.0;0.06;0.0815
VVAX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.44;-4.44;-0.0736;-0.3776;2.19;-0.0652;-0.9203;0.0;144676000.0;1.55;0.0
ESTC4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.94;2.54;0.1572;0.0444;1.18;0.102;0.078;0.0;3134370000.0;1.69;0.0669
FLCL3;11.5;0.0;12.11;0.0;0.0;2.439;-582.58;0.0;-4.74;0.0;0.0;0.0;0.0;0.99;0.0;0.0;0.0;428112000.0;2.7;0.0
ABCB3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1482;0.0;6758950000.0;0.0;0.1209
MSAN4;6.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21;0.21;0.06269999999999999;0.0242;1.18;0.11779999999999999;0.11810000000000001;0.0;2533030000.0;0.39;1.0134999999999998
VSPT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3786440000.0;0.0;0.09179999999999999
VGOR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.77;6.77;0.045;-0.045899999999999996;1.04;0.06;-0.2429;0.0;135178000.0;1.89;0.04769999999999999
CSPC3;1.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.43;1.43;0.3862;0.1885;1.43;0.2918;0.4533;0.0;2126670000.0;1.48;0.4115
CSPC4;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.43;1.43;0.3862;0.1885;1.43;0.2918;0.4533;0.0;2126670000.0;1.48;0.4115
CCTY3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
REPA4;1.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.54;4.54;0.0518;0.012199999999999999;1.99;0.0405;0.0191;0.0;378378000.0;0.42;0.0109
REPA3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.54;4.54;0.0518;0.012199999999999999;1.99;0.0405;0.0191;0.0;378378000.0;0.42;0.0109
VNET3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11107800000.0;0.0;0.0178
AUAU3;3.18;0.0;2.53;0.0;0.0;1.009;8.57;0.0;-5.42;0.0;0.0;0.0;0.0;1.39;0.0;0.0;14258000.0;1080240000.0;0.0;0.0
CCHI4;0.02;0.0;-0.01;0.0;0.0;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-160477000.0;0.0;0.2036
DAYC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17329999999999998;0.0;3009030000.0;0.0;0.0815
CZRS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0334;0.0;1145670000.0;0.0;0.1444
MSAN3;6.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21;0.21;0.06269999999999999;0.0242;1.18;0.11779999999999999;0.11810000000000001;0.0;2533030000.0;0.39;1.0134999999999998
CCHI3;0.02;0.0;-0.01;0.0;0.0;0.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-160477000.0;0.0;0.2036
PTIP3;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.62;3.62;0.1373;0.0755;0.7;0.23129999999999998;-1.2174;0.0;-155957000.0;-9.02;0.6211
MLPA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.08;-2.08;0.0666;0.0892;0.0;0.0;0.45130000000000003;0.0;44578000.0;0.0;-0.0751
CMMA4;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.03;0.0;0.0;0.0;0.0;-0.0192;0.0;-79623000.0;0.0;0.0
BSGR3;1091.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ODER3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;579216000.0;0.0;-0.0042
ARPS3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-14.08;-14.08;-0.0492;-0.1159;0.91;-0.0664;0.2034;0.0;-12690000.0;-1.24;-0.1753
CLSC6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3951430000.0;0.0;0.008
ARPS4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-14.08;-14.08;-0.0492;-0.1159;0.91;-0.0664;0.2034;0.0;-12690000.0;-1.24;-0.1753
OMGE3;27.57;0.0;1070.88;0.0;0.0;385.314;3102.14;0.0;-1049.26;0.0;0.0;0.0;0.0;1.83;0.0;0.0;0.0;5156090.0;1.3;0.29710000000000003
PTIP4;25.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.62;3.62;0.1373;0.0755;0.7;0.23129999999999998;-1.2174;0.0;-155957000.0;-9.02;0.6211
OBTC3;7.27;0.0;-8949.82;0.0;0.0;1468.86;-1802.54;0.0;-1802.54;0.0;0.0;0.0;0.0;0.3;0.0;0.0;5320850.0;-258000.0;0.0;0.0
PRBC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1002;0.0;1250570000.0;0.0;-0.0774
ENER5;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;3.15;0.22829999999999998;0.11;1.42;0.17170000000000002;0.5001;0.0;1059940000.0;5.02;0.071
ENER3;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;3.15;0.22829999999999998;0.11;1.42;0.17170000000000002;0.5001;0.0;1059940000.0;5.02;0.071
ENER6;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;3.15;0.22829999999999998;0.11;1.42;0.17170000000000002;0.5001;0.0;1059940000.0;5.02;0.071
TEFC11;35.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.45;3.45;0.2354;0.1418;0.61;0.1485;0.4672;0.0;45856000000.0;2.95;0.1291
CAFE4;0.5;0.0;0.0;0.071;0.0;0.004;0.0;-0.13;0.0;-45.27;-53.49;-0.5307;21.638;0.02;-0.0281;-0.6417;0.0;-377387000.0;-0.98;-0.113
MLPA12;40.0;0.01;0.0;0.001;0.0;0.002;0.0;0.01;0.0;-2.06;-2.06;0.0666;0.0892;0.0;0.0;0.45130000000000003;0.0;44578000.0;0.0;-0.0751
MLPA4;45.0;0.01;0.0;0.001;0.0;0.003;0.0;0.01;0.0;-2.06;-2.06;0.0666;0.0892;0.0;0.0;0.45130000000000003;0.0;44578000.0;0.0;-0.0751
CESP4;16.29;0.02;0.0;0.003;0.0;0.0;0.01;0.01;0.0;5.74;3.73;0.5596;0.19640000000000002;1.96;0.07690000000000001;0.0703;0.0;4779440000.0;1.34;-0.06509999999999999
CAFE3;2.0;0.02;-0.01;0.283;0.0;0.015;-0.01;-0.53;-0.01;-45.67;-53.96;-0.5307;21.638;0.02;-0.0281;-0.6417;0.0;-377387000.0;-0.98;-0.113
AGXY3;2.17;0.03;-0.2;0.021;0.0;0.017;0.07;-0.05;-0.02;-1.36;-1.7;-0.41359999999999997;0.6973;2.19;-0.3552;-6.615399999999999;91535.8;-185458000.0;-5.42;-0.2515
BSCT3;4.05;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09050000000000001;0.0;212960000.0;0.0;0.0192
RCTB42;20.0;0.04;0.0;0.004;0.0;0.0;0.0;-0.01;0.0;4.5;48.65;-0.6651;0.1216;5.55;-0.1202;0.0368;0.0;1527940000.0;0.0;0.13
CORR3;12.0;0.04;0.06;0.834;0.0;0.017;0.03;-0.08;0.42;3.33;3.38;-10.576600000000001;21.4114;4.25;-0.8543999999999999;1.5284;0.0;4665000.0;0.0;-0.42090000000000005
SULT4;0.43;0.04;0.01;0.025;0.0;0.002;-0.01;0.38;0.0;0.56;0.55;0.0665;0.5737;0.29;0.006500000000000001;0.20079999999999998;0.0;616814000.0;0.01;0.2004
BRSR4;181.1;0.05;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1436;0.0;11175000000.0;0.0;0.0809
SULT3;0.56;0.06;0.01;0.033;0.0;0.003;-0.02;0.49;0.0;0.67;0.66;0.0665;0.5737;0.29;0.006500000000000001;0.20079999999999998;0.0;616814000.0;0.01;0.2004
PALF11;125.0;0.06;0.03;0.007;0.0;0.005;-0.09;0.03;-0.01;2.59;2.59;0.2167;0.1137;0.82;0.1703;0.48560000000000003;0.0;3839610000.0;2.46;0.0189
BPHA3;0.62;0.06;-0.24;-20.054;0.0;0.995;-0.38;0.78;-0.2;1.6;1.43;-25.8169;-336.525;0.06;4.0100999999999996;-4.025;0.0;-292294000.0;-0.26;-0.5339
IGBR5;18.9;0.06;-0.04;3.248;0.0;0.111;-0.11;-0.4;-0.03;-4.55;-4.76;-8.1712;53.7932;0.33;-0.5799;-0.601;0.0;-650957000.0;-0.54;0.13970000000000002
IGBR6;19.0;0.06;-0.04;3.266;0.0;0.112;-0.11;-0.4;-0.03;-4.55;-4.76;-8.1712;53.7932;0.33;-0.5799;-0.601;0.0;-650957000.0;-0.54;0.13970000000000002
RCTB41;33.51;0.06;0.0;0.007;0.0;0.001;0.0;-0.01;-0.01;4.49;48.6;-0.6651;0.1216;5.55;-0.1202;0.0368;0.0;1527940000.0;0.0;0.13
LREN4;105.0;0.07;0.01;0.007;0.0;0.005;0.02;0.03;0.04;-0.39;-0.29;0.22899999999999998;0.09210000000000002;1.69;0.2279;0.1394;0.0;10456300000.0;0.04;0.0933
RCTB31;41.0;0.07;0.0;0.009;0.0;0.001;0.0;-0.01;-0.01;4.49;48.58;-0.6651;0.1216;5.55;-0.1202;0.0368;0.0;1527940000.0;0.0;0.13
RCTB33;57.0;0.1;0.0;0.013;0.0;0.001;0.0;-0.02;-0.01;4.49;48.52;-0.6651;0.1216;5.55;-0.1202;0.0368;0.0;1527940000.0;0.0;0.13
CREM4;48.0;0.11;0.01;0.002;0.0;0.002;0.02;0.03;-0.02;3.55;2.09;0.0805;0.021;1.29;0.11359999999999999;0.075;0.0;189701000.0;1.58;-0.0027
PALF5;236.6;0.11;0.05;0.013;0.0;0.009;-0.18;0.06;-0.02;2.62;2.62;0.2167;0.1137;0.82;0.1703;0.48560000000000003;0.0;3839610000.0;2.46;0.0189
NEXP3;2.8;0.12;-0.09;0.085;0.0;0.285;-0.1;-0.44;-0.08;-0.33;-0.59;-0.19519999999999998;0.7301000000000001;0.14;-0.8024;-0.7594;2495.38;-83100000.0;-0.01;-0.1263
RSID3;1.65;0.12;-0.03;0.397;0.0;0.066;-0.11;-2.84;-0.03;-32.72;-33.16;-0.13949999999999999;3.2847000000000004;0.45;-0.025099999999999997;-0.2842;5217.41;-972057000.0;-0.39;0.022000000000000002
ESTR3;3.01;0.13;-0.12;0.156;0.0;0.062;-0.07;-1.79;-0.06;-12.04;-13.74;-0.087;1.2304000000000002;0.33;-0.0388;-0.9695;0.0;-198430000.0;-0.71;-0.0471
MEND5;6.5;0.13;0.0;28.321;0.0;0.071;-20.17;-0.12;0.0;-25.56;-25.58;-229.468;221.435;0.65;-0.5801;-0.0325;0.0;-16132500000.0;-0.86;0.1681
PALF3;279.9;0.13;0.06;0.015;0.0;0.011;-0.21;0.07;-0.02;2.63;2.63;0.2167;0.1137;0.82;0.1703;0.48560000000000003;0.0;3839610000.0;2.46;0.0189
TPRC6;105.0;0.13;0.01;0.015;0.0;0.006;0.12;0.08;-0.03;0.0;0.0;0.19440000000000002;0.11109999999999999;1.34;0.0967;0.0833;0.0;22847800000.0;0.14;0.0229
TPRC3;113.5;0.14;0.01;0.016;0.0;0.007;0.13;0.08;-0.03;0.01;0.0;0.19440000000000002;0.11109999999999999;1.34;0.0967;0.0833;0.0;22847800000.0;0.14;0.0229
MEND6;9.5;0.19;-0.01;41.393;0.0;0.104;-29.47;-0.18;-0.01;-25.61;-25.63;-229.468;221.435;0.65;-0.5801;-0.0325;0.0;-16132500000.0;-0.86;0.1681
ESTR4;4.8;0.2;-0.2;0.248;0.0;0.099;-0.11;-2.85;-0.09;-13.1;-14.96;-0.087;1.2304000000000002;0.33;-0.0388;-0.9695;308.59;-198430000.0;-0.71;-0.0471
