Papel,Cotacao,PL,PVP,PSR,DY,PAtivo,PCapGiro,PEBIT,PAtivCircLiq,EVEBIT,EVEBITDA,MargEBIT,MargLiq,LiqCorr,ROIC,ROE,Liq2meses,PatrimLiquido,DivBrutaPatrim,CrescRec5a
NEXP3,"2,80","0,12","-0,09","0,085","0,00%","0,285","-0,10","-0,44","-0,08","-0,33","-0,59","-19,52%","73,01%","0,14","-80,24%","-75,94%","2.495,38","-83.100.000,00","-0,01","-12,63%"
RSID3,"1,65","0,12","-0,03","0,397","0,00%","0,066","-0,11","-2,84","-0,03","-32,72","-33,16","-13,95%","328,47%","0,45","-2,51%","-28,42%","5.217,41","-972.057.000,00","-0,39","2,20%"
ESTR3,"3,01","0,13","-0,12","0,156","0,00%","0,062","-0,07","-1,79","-0,06","-12,04","-13,74","-8,70%","123,04%","0,33","-3,88%","-96,95%","0,00","-198.430.000,00","-0,71","-4,71%"
MEND5,"6,50","0,13","0,00","28,321","0,00%","0,071","-20,17","-0,12","0,00","-25,56","-25,58","-22.946,80%","22.143,50%","0,65","-58,01%","-3,25%","0,00","-16.132.500.000,00","-0,86","16,81%"
PALF3,"279,90","0,13","0,06","0,015","0,00%","0,011","-0,21","0,07","-0,02","2,63","2,63","21,67%","11,37%","0,82","17,03%","48,56%","0,00","3.839.610.000,00","2,46","1,89%"
TPRC6,"105,00","0,13","0,01","0,015","0,00%","0,006","0,12","0,08","-0,03","0,00","0,00","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
TPRC3,"113,50","0,14","0,01","0,016","0,00%","0,007","0,13","0,08","-0,03","0,01","0,00","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
MEND6,"9,50","0,19","-0,01","41,393","0,00%","0,104","-29,47","-0,18","-0,01","-25,61","-25,63","-22.946,80%","22.143,50%","0,65","-58,01%","-3,25%","0,00","-16.132.500.000,00","-0,86","16,81%"
ESTR4,"4,80","0,20","-0,20","0,248","0,00%","0,099","-0,11","-2,85","-0,09","-13,10","-14,96","-8,70%","123,04%","0,33","-3,88%","-96,95%","308,59","-198.430.000,00","-0,71","-4,71%"
SLED4,"1,60","0,22","-0,04","0,207","0,00%","0,239","-0,10","-0,22","-0,04","-0,74","-0,90","-93,81%","92,72%","0,12","-2.259,94%","-18,07%","0,00","-381.277.000,00","-0,09","-48,69%"
CORR4,"82,00","0,27","0,41","5,701","0,00%","0,118","0,20","-0,54","2,84","2,87","2,91","-1.057,66%","2.141,14%","4,25","-85,44%","152,84%","0,00","4.665.000,00","0,00","-42,09%"
ASSM4,"6,10","0,29","-0,15","-8,357","0,00%","0,133","-0,20","0,40","-0,08","1,88","1,88","-2.084,39%","-2.915,61%","0,21","35,38%","-50,73%","0,00","-9.943.000,00","-0,56","-8,79%"
GAZO4,"2,32","0,31","-0,03","-1,411","0,00%","0,205","-0,46","0,86","-0,03","1,03","1,03","-164,00%","-454,48%","0,35","25,06%","-10,61%","0,00","-102.667.000,00","-0,01","-28,21%"
ASSM3,"7,12","0,33","-0,17","-9,754","0,00%","0,155","-0,23","0,47","-0,09","1,95","1,95","-2.084,39%","-2.915,61%","0,21","35,38%","-50,73%","0,00","-9.943.000,00","-0,56","-8,79%"
BELG4,"1.370,00","0,36","0,07","0,062","0,00%","0,044","0,29","0,23","2,59","0,40","0,40","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
BELG3,"1.375,50","0,36","0,07","0,063","0,00%","0,044","0,29","0,23","2,60","0,41","0,41","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
AGEN33,"0,16","0,39","-0,03","0,000","0,00%","0,066","-0,17","0,11","-0,02","3,73","3,61","0,00%","0,00%","0,09","87,67%","-8,85%","0,00","-1.112.630.000,00","-1,11","-87,03%"
TRPN3,"0,71","0,44","0,54","0,263","104,74%","0,399","0,59","0,36","0,59","-0,35","-0,35","72,28%","59,29%","3,61","523,01%","122,35%","0,00","59.358.000,00","0,00","5,77%"
SLED3,"3,21","0,45","-0,08","0,416","0,00%","0,480","-0,20","-0,44","-0,07","-0,96","-1,18","-93,81%","92,72%","0,12","-2.259,94%","-18,07%","0,00","-381.277.000,00","-0,09","-48,69%"
GAZO3,"3,40","0,45","-0,05","-2,068","0,00%","0,301","-0,67","1,26","-0,04","1,43","1,43","-164,00%","-454,48%","0,35","25,06%","-10,61%","0,00","-102.667.000,00","-0,01","-28,21%"
FCAP3,"0,62","0,52","0,11","0,000","0,00%","0,089","0,00","-6,18","0,00","-15,27","-15,27","0,00%","0,00%","0,00","0,00%","21,83%","0,00","107.134.000,00","0,00","0,00%"
IGBR3,"175,99","0,56","-0,34","30,247","0,00%","1,035","-0,99","-3,70","-0,29","-7,85","-8,21","-817,12%","5.379,32%","0,33","-57,99%","-60,10%","10.393,30","-650.957.000,00","-0,54","13,97%"
FCAP4,"0,70","0,58","0,13","0,000","0,00%","0,100","0,00","-6,98","0,00","-16,07","-16,07","0,00%","0,00%","0,00","0,00%","21,83%","0,00","107.134.000,00","0,00","0,00%"
MNPR3,"4,38","0,60","1,54","0,727","0,00%","0,705","2,00","4,01","-50,18","2,47","2,19","18,12%","121,81%","3,01","25,67%","258,34%","80.047,70","201.583.000,00","0,00","6,23%"
MNPR4,"4,63","0,63","1,63","0,768","0,00%","0,745","2,11","4,24","-53,05","2,70","2,39","18,12%","121,81%","3,01","25,67%","258,34%","0,00","201.583.000,00","0,00","6,23%"
BDLL4,"6,12","0,65","-0,04","0,166","0,00%","0,022","-0,06","-0,98","-0,02","-18,39","-22,64","-16,94%","25,56%","0,55","-2,45%","-6,83%","981,49","-220.537.000,00","-0,82","33,02%"
NORD3,"4,10","0,71","-0,21","9,980","0,00%","1,162","-0,21","-8,11","-0,19","-19,44","-19,44","-123,05%","1.405,07%","0,04","-14,46%","-30,13%","1.047,33","-126.827.000,00","-0,30","11,24%"
BDLL3,"7,01","0,74","-0,05","0,190","0,00%","0,026","-0,07","-1,12","-0,02","-18,53","-22,82","-16,94%","25,56%","0,55","-2,45%","-6,83%","284,00","-220.537.000,00","-0,82","33,02%"
LIGT3,"4,64","0,75","0,31","0,116","0,00%","0,067","-29,90","1,19","-0,12","5,93","3,61","9,73%","15,36%","0,99","6,99%","40,83%","7.339.170,00","5.622.130.000,00","1,69","-0,30%"
TARP11,"18,02","0,82","0,25","26,009","0,00%","0,245","0,00","197,74","0,00","195,29","195,29","13,15%","3.170,05%","0,00","0,00%","29,89%","0,00","678.212.000,00","0,00","-71,36%"
RVEE3,"1,50","0,84","0,11","20,814","0,00%","0,086","0,23","-1,79","0,35","0,49","0,52","-1.160,71%","2.479,67%","4,93","-5,45%","13,15%","3.659,90","138.233.000,00","0,00","0,00%"
BNBR4,"27,01","0,94","0,17","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","18,19%","0,00","15.521.300.000,00","0,00","8,02%"
TSPP4,"9,05","1,24","0,37","0,188","0,00%","0,162","-4,02","0,85","-0,65","1,30","1,30","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
SUZA4,"13,90","1,27","0,18","0,047","0,00%","0,015","0,08","0,21","-0,03","6,32","3,21","22,17%","12,74%","3,20","8,38%","13,99%","0,00","13.484.600.000,00","6,89","9,62%"
EBEN4,"17,51","1,55","0,67","0,106","0,00%","0,075","-0,83","0,54","-0,13","4,05","3,31","19,61%","6,84%","0,76","16,01%","43,01%","0,00","1.026.600.000,00","4,81","1,06%"
SUZB6,"17,88","1,69","0,52","0,451","0,00%","0,135","0,75","2,23","-0,28","9,12","4,31","20,20%","26,81%","3,19","7,35%","30,60%","0,00","43.812.000.000,00","2,16","3,60%"
TSPP3,"12,60","1,72","0,51","0,262","0,00%","0,225","-5,59","1,19","-0,91","1,63","1,63","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
CPFG4,"12,26","1,84","0,68","0,681","0,00%","0,367","27,99","1,11","-1,69","1,22","1,02","61,57%","51,00%","1,14","35,56%","37,16%","0,00","3.268.670.000,00","0,17","-2,47%"
PLIM4,"0,59","1,89","0,03","0,020","0,00%","0,016","-0,51","0,17","-0,05","1,50","0,65","11,93%","1,55%","0,80","10,95%","1,72%","0,00","6.812.390.000,00","0,28","66,63%"
CPFG3,"12,65","1,89","0,70","0,703","0,00%","0,378","28,88","1,14","-1,74","1,25","1,04","61,57%","51,00%","1,14","35,56%","37,16%","0,00","3.268.670.000,00","0,17","-2,47%"
ALLD3,"7,00","1,90","0,40","0,124","43,14%","0,178","0,53","4,39","0,93","3,34","2,52","2,84%","6,55%","1,81","8,23%","20,88%","4.933.120,00","1.691.720.000,00","0,27","-0,99%"
HOOT4,"7,11","1,94","-4,20","0,663","0,00%","0,248","-3,62","1,82","-0,27","1,30","1,14","36,33%","34,10%","0,75","14,77%","-216,14%","26.302,20","-31.082.000,00","0,00","50,06%"
SUZB5,"21,13","1,99","0,61","0,533","0,00%","0,159","0,89","2,64","-0,33","9,52","4,50","20,20%","26,81%","3,19","7,35%","30,60%","0,00","43.812.000.000,00","2,16","3,60%"
MTBR3,"0,99","2,12","0,69","0,115","0,00%","0,148","-5,19","1,20","-1,35","1,08","0,91","9,65%","5,46%","0,96","30,69%","32,74%","0,00","2.143.130.000,00","0,94","4,01%"
CLSC5,"39,01","2,15","0,38","0,129","0,00%","0,111","2,14","1,29","-0,26","4,80","3,64","10,05%","6,02%","1,23","9,61%","17,75%","0,00","3.951.430.000,00","1,15","0,80%"
MMAQ3,"2.550,01","2,15","0,34","0,074","0,00%","0,158","0,55","-8,14","0,63","-12,09","-76,00","-0,91%","3,45%","1,59","-3,02%","15,72%","0,00","278.600.000,00","0,31","19,08%"
MMAQ4,"2.550,01","2,15","0,34","0,074","61,96%","0,158","0,55","-8,14","0,63","-12,09","-76,00","-0,91%","3,45%","1,59","-3,02%","15,72%","0,00","278.600.000,00","0,31","19,08%"
APTI4,"3.500,00","2,20","0,24","1,788","0,00%","0,131","0,31","-35,19","18,33","-22,50","100,53","-5,08%","81,21%","10,57","-0,45%","10,94%","0,00","275.621.000,00","0,23","8,56%"
CEDO4,"9,05","2,21","0,31","0,095","0,00%","0,095","2,58","0,64","-0,33","3,35","2,82","14,89%","4,29%","1,10","16,10%","14,05%","6.473,10","290.830.000,00","1,34","-0,98%"
MTBR4,"1,05","2,25","0,74","0,122","0,00%","0,157","-5,51","1,27","-1,43","1,16","0,97","9,65%","5,46%","0,96","30,69%","32,74%","0,00","2.143.130.000,00","0,94","4,01%"
HETA4,"5,00","2,31","-0,01","0,553","0,00%","0,203","-1,16","0,59","-0,01","76,07","76,07","93,21%","23,91%","0,51","34,28%","-0,32%","208,10","-350.075.000,00","-0,93","18,12%"
CTKA4,"42,29","2,37","4,87","0,348","0,00%","0,362","1,14","2,99","-1,40","6,99","5,63","11,64%","14,68%","1,91","15,93%","204,93%","55.042,90","53.936.000,00","7,77","10,02%"
CTPC4,"6,50","2,48","0,03","0,000","0,00%","0,003","0,00","-0,55","0,00","-2,44","-2,44","0,00%","0,00%","0,00","0,00%","1,41%","0,00","2.411.000,00","0,00","-6,10%"
AHEB3,"25,00","2,59","0,83","0,317","0,00%","0,361","1,43","3,06","-2,53","1,96","1,77","10,38%","12,25%","2,46","14,80%","32,19%","441,03","256.339.000,00","0,01","45,53%"
CTKA3,"47,80","2,68","5,50","0,394","0,00%","0,409","1,29","3,38","-1,58","7,38","5,94","11,64%","14,68%","1,91","15,93%","204,93%","2.918,23","53.936.000,00","7,77","10,02%"
BMKS3,"378,11","2,88","0,70","12,151","40,50%","0,639","0,80","-9,05","0,88","0,60","0,61","-134,20%","422,10%","58,78","-23,11%","24,32%","38.956,70","245.638.000,00","0,01","-7,31%"
JBSS3,"39,03","2,94","0,74","0,072","19,64%","0,144","0,97","1,42","-0,37","5,13","3,34","5,06%","2,72%","1,60","13,44%","25,03%","0,00","46.068.100.000,00","2,40","7,97%"
BSLI4,"4,30","2,99","0,52","0,000","10,45%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,52%","130.712,00","3.984.960.000,00","0,00","17,64%"
STBP11,"14,40","3,00","2,41","0,716","0,00%","0,427","7,66","1,61","-0,71","2,79","2,36","44,53%","23,87%","1,33","31,92%","80,31%","0,00","1.033.070.000,00","2,56","25,44%"
EALT4,"14,27","3,03","0,90","0,554","6,29%","0,508","5,47","6,10","-11,88","7,66","5,31","9,09%","18,28%","1,31","9,08%","29,71%","248.714,00","356.365.000,00","0,29","12,78%"
MARI3,"2,93","3,04","0,76","0,346","0,00%","0,384","0,95","4,99","1,65","4,89","4,89","6,94%","11,37%","2,23","10,67%","25,13%","0,00","706.711.000,00","0,32","11,89%"
EALT3,"14,43","3,07","0,91","0,561","5,65%","0,514","5,53","6,16","-12,01","7,73","5,36","9,09%","18,28%","1,31","9,08%","29,71%","17.229,50","356.365.000,00","0,29","12,78%"
RIAA3,"9,18","3,12","0,86","0,439","33,54%","0,310","1,27","4,38","9,08","4,53","2,63","10,01%","14,05%","1,56","9,26%","27,56%","23.063.000,00","5.352.710.000,00","0,46","9,18%"
BSLI3,"4,69","3,27","0,57","0,000","8,71%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,52%","340.071,00","3.984.960.000,00","0,00","17,64%"
LIGH3,"16,66","3,28","1,18","0,493","0,00%","0,309","-10,13","6,80","-0,54","11,87","6,47","7,25%","15,00%","0,85","5,44%","36,04%","0,00","5.530.260.000,00","1,13","-0,54%"
CSRN3,"13,60","3,33","1,37","0,547","0,00%","0,329","4,55","2,11","-0,67","4,84","4,09","25,96%","16,42%","1,38","18,38%","41,07%","0,00","1.663.000.000,00","2,19","3,68%"
ELPL4,"15,98","3,34","0,43","0,141","0,00%","0,101","-1,25","1,11","-0,19","4,80","3,44","12,69%","4,22%","0,74","10,64%","12,92%","0,00","7.307.990.000,00","1,51","2,53%"
SOND3,"38,66","3,42","1,31","0,431","36,89%","0,782","2,52","2,81","4,16","1,78","1,52","15,32%","12,69%","2,10","40,10%","38,39%","99,13","72.363.000,00","0,00","29,88%"
CEDO3,"13,99","3,42","0,48","0,148","0,00%","0,146","3,99","0,99","-0,52","3,70","3,11","14,89%","4,29%","1,10","16,10%","14,05%","35,87","290.830.000,00","1,34","-0,98%"
BOBR3,"1,00","3,57","275,96","0,169","0,00%","0,283","-15,43","1,28","-0,61","2,56","2,26","13,24%","4,73%","0,97","33,33%","7.721,50%","0,00","944.000,00","400,27","10,55%"
ESCE3,"172,00","3,61","0,62","0,173","0,00%","0,110","-1,07","1,08","-0,19","5,09","3,90","15,99%","4,79%","0,69","11,67%","17,02%","0,00","1.643.280.000,00","2,58","3,02%"
MWET4,"13,64","3,65","3,34","0,125","0,00%","0,088","-1,36","-1,25","-0,15","-5,94","-8,58","-9,98%","3,43%","0,86","-7,77%","91,40%","96.020,00","8.416.000,00","12,91","-0,66%"
PTPA3,"76,50","3,69","1,14","0,505","0,00%","0,375","2,28","3,63","-1,27","7,06","5,33","13,93%","13,69%","1,79","13,27%","30,85%","0,00","1.201.690.000,00","1,59","18,08%"
CSRN5,"15,10","3,70","1,52","0,607","0,00%","0,366","5,05","2,34","-0,74","5,08","4,29","25,96%","16,42%","1,38","18,38%","41,07%","0,00","1.663.000.000,00","2,19","3,68%"
FIGE3,"24,11","3,73","0,31","0,000","0,18%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","8,18%","118,39","186.727.000,00","0,00","48,02%"
CSRN6,"15,50","3,79","1,56","0,623","0,00%","0,375","5,18","2,40","-0,76","5,14","4,34","25,96%","16,42%","1,38","18,38%","41,07%","0,00","1.663.000.000,00","2,19","3,68%"
PTPA4,"80,00","3,86","1,19","0,528","0,00%","0,392","2,38","3,79","-1,33","7,23","5,45","13,93%","13,69%","1,79","13,27%","30,85%","0,00","1.201.690.000,00","1,59","18,08%"
VTRU3,"13,59","3,88","0,64","0,817","0,16%","0,298","2,78","2,32","-0,85","4,44","3,47","35,17%","21,06%","2,34","15,04%","16,58%","7.358.220,00","2.834.840.000,00","0,86","8,81%"
ARND3,"0,70","3,91","0,38","1,664","0,00%","0,066","0,41","-3,44","0,73","0,09","0,12","-48,35%","43,75%","1,22","-2,25%","9,59%","903,97","263.011.000,00","0,39","-0,88%"
MGEL4,"6,00","3,94","1,12","0,034","0,00%","0,046","0,45","0,43","-0,09","7,16","5,65","7,82%","0,85%","1,32","12,42%","28,47%","55.938,80","30.957.000,00","18,62","3,90%"
CAMB4,"6,25","4,00","0,85","0,671","0,00%","0,666","1,92","3,77","2,22","2,90","2,42","17,78%","16,77%","3,04","22,33%","21,24%","0,00","310.829.000,00","0,01","15,08%"
VINE3,"17,20","4,04","0,65","0,577","0,00%","0,340","1,38","4,52","7,60","7,40","5,54","12,76%","14,42%","1,91","8,62%","16,14%","0,00","1.118.520.000,00","0,60","2,21%"
LUXM4,"4,10","4,09","1,02","1,108","2,83%","0,732","7,30","6,26","-9,34","6,12","3,69","17,69%","27,07%","1,99","13,20%","24,85%","16.499,10","167.560.000,00","0,11","4,18%"
DAYC4,"8,90","4,12","0,71","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,33%","0,00","3.009.030.000,00","0,00","8,15%"
VINE5,"17,64","4,14","0,67","0,592","0,00%","0,349","1,41","4,64","7,80","7,52","5,63","12,76%","14,42%","1,91","8,62%","16,14%","0,00","1.118.520.000,00","0,60","2,21%"
BNBR3,"119,75","4,19","0,76","0,000","2,32%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","18,19%","35.147,50","15.521.300.000,00","0,00","8,02%"
CPFP4,"44,00","4,26","3,60","0,389","0,00%","0,284","96,49","2,00","-0,42","4,63","4,04","19,39%","9,12%","1,01","16,36%","84,38%","0,00","649.772.000,00","5,28","3,54%"
MWET3,"16,00","4,28","3,91","0,147","0,00%","0,103","-1,60","-1,47","-0,18","-6,15","-8,89","-9,98%","3,43%","0,86","-7,77%","91,40%","41,03","8.416.000,00","12,91","-0,66%"
BAZA3,"85,71","4,48","0,66","0,000","9,31%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,74%","398.984,00","7.283.050.000,00","0,00","15,88%"
BRSR6,"17,69","4,51","0,65","0,000","9,06%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,36%","30.934.400,00","11.175.000.000,00","0,00","8,09%"
CEPE5,"40,12","4,54","1,16","0,345","0,00%","0,196","11,97","1,93","-0,33","6,95","5,35","17,84%","7,59%","1,07","11,39%","25,50%","0,00","2.584.000.000,00","3,33","0,82%"
FRAS4,"5,79","4,56","0,67","0,311","0,00%","0,235","0,86","2,10","-1,49","4,24","3,22","14,79%","6,95%","2,27","14,60%","14,78%","0,00","2.409.760.000,00","1,10","18,05%"
VULC3,"16,98","4,61","2,21","1,509","27,18%","1,385","3,26","8,81","5,80","10,07","8,29","17,14%","32,73%","3,27","17,02%","48,01%","33.230.100,00","2.427.000.000,00","0,40","15,89%"
BRSR3,"18,17","4,63","0,66","0,000","8,82%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,36%","177.569,00","11.175.000.000,00","0,00","8,09%"
TBLE6,"10,65","4,71","0,95","0,946","0,00%","0,220","16,16","2,22","-0,35","6,83","5,45","42,67%","22,22%","1,12","10,76%","20,25%","0,00","12.757.700.000,00","2,25","-0,09%"
VCPA4,"26,01","4,72","1,02","0,789","0,00%","0,353","3,76","2,01","-1,00","4,05","2,99","39,18%","16,75%","1,46","22,95%","21,57%","0,00","14.149.000.000,00","1,46","22,71%"
BRSR5,"18,79","4,79","0,69","0,000","10,11%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,36%","2.201,72","11.175.000.000,00","0,00","8,09%"
JHSF3,"9,11","4,82","0,99","3,177","5,66%","0,398","1,83","8,15","-1,72","12,77","11,71","39,00%","66,36%","2,80","5,68%","20,57%","40.544.100,00","6.287.800.000,00","0,91","-1,95%"
RPAD6,"4,70","4,84","0,39","0,000","0,22%","0,385","3,17","-217,49","3,35","-145,68","-145,68","0,00%","0,00%","13,90","-0,20%","8,09%","419,26","1.016.570.000,00","0,00","0,00%"
CEPE6,"43,00","4,87","1,24","0,370","0,00%","0,210","12,83","2,07","-0,36","7,09","5,45","17,84%","7,59%","1,07","11,39%","25,50%","0,00","2.584.000.000,00","3,33","0,82%"
VULC4,"18,00","4,89","2,35","1,600","0,00%","1,469","3,45","9,34","6,14","10,60","8,73","17,14%","32,73%","3,27","17,02%","48,01%","0,00","2.427.000.000,00","0,40","15,89%"
SOND6,"55,46","4,91","1,88","0,618","28,28%","1,123","3,61","4,03","5,97","3,00","2,57","15,32%","12,69%","2,10","40,10%","38,39%","4.312,08","72.363.000,00","0,00","29,88%"
COGN3,"3,17","4,92","0,51","0,938","5,20%","0,275","3,38","2,90","-1,17","5,16","3,94","32,38%","20,70%","1,81","10,54%","10,43%","136.863.000,00","12.762.500.000,00","0,50","12,57%"
PETR4,"43,16","5,05","1,34","1,118","7,49%","0,455","-9,53","2,82","-0,84","4,51","3,16","39,64%","22,23%","0,71","17,43%","26,49%","1.852.440.000,00","415.786.000.000,00","0,92","-0,78%"
BMGB4,"4,73","5,05","0,73","0,000","11,26%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,41%","6.964.400,00","3.892.010.000,00","0,00","3,30%"
CEEB5,"38,00","5,10","1,27","0,542","15,84%","0,278","8,04","2,26","-0,49","6,26","5,05","24,02%","10,63%","1,19","13,96%","24,90%","1.334,49","7.848.000.000,00","2,59","6,98%"
ETER3,"3,91","5,13","0,29","0,207","0,94%","0,171","0,97","10,71","4,31","17,11","4,70","1,93%","4,03%","1,66","1,77%","5,57%","511.197,00","845.709.000,00","0,21","1,87%"
SUZB3,"54,80","5,17","1,58","1,382","0,00%","0,413","2,30","6,84","-0,86","13,73","6,49","20,20%","26,81%","3,19","7,35%","30,60%","382.778.000,00","43.812.000.000,00","2,16","3,60%"
PRIO3,"59,70","5,18","2,01","3,638","0,00%","0,872","6,99","14,42","-2,59","19,37","8,51","25,23%","70,19%","2,21","7,38%","38,74%","714.801.000,00","25.947.000.000,00","1,05","41,85%"
SOND5,"59,01","5,22","2,00","0,657","26,58%","1,194","3,85","4,29","6,35","3,26","2,79","15,32%","12,69%","2,10","40,10%","38,39%","3.632,44","72.363.000,00","0,00","29,88%"
RANI4,"5,50","5,24","0,87","0,752","0,00%","0,321","1,42","2,79","-1,15","5,14","3,54","26,99%","14,35%","2,77","15,38%","16,67%","0,00","1.451.930.000,00","1,32","0,62%"
REDE4,"2,90","5,26","1,79","0,383","0,00%","0,227","3,17","1,96","-0,41","5,90","4,71","19,57%","9,83%","1,38","13,70%","34,03%","0,00","4.160.960.000,00","4,38","6,83%"
TBLE5,"12,00","5,31","1,07","1,066","0,00%","0,248","18,20","2,50","-0,40","7,11","5,67","42,67%","22,22%","1,12","10,76%","20,25%","0,00","12.757.700.000,00","2,25","-0,09%"
EMAE4,"46,59","5,44","1,11","2,774","0,00%","0,704","2,26","14,07","-97,48","10,02","8,68","19,72%","51,01%","7,69","6,31%","20,41%","216.886,00","1.550.460.000,00","0,00","6,03%"
RPAD3,"5,30","5,46","0,44","0,000","0,18%","0,434","3,58","-245,25","3,78","-173,45","-173,45","0,00%","0,00%","13,90","-0,20%","8,09%","108,92","1.016.570.000,00","0,00","0,00%"
PETR3,"46,75","5,47","1,45","1,211","6,92%","0,493","-10,33","3,05","-0,91","4,75","3,32","39,64%","22,23%","0,71","17,43%","26,49%","582.875.000,00","415.786.000.000,00","0,92","-0,78%"
BGIP4,"38,84","5,53","0,92","0,000","9,01%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","16,64%","74.479,40","910.539.000,00","0,00","8,80%"
BPIA3,"6,10","5,64","1,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","18,84%","0,00","77.395.000,00","0,00","13,41%"
DSUL3,"7,95","5,65","0,97","0,879","0,00%","0,721","1,93","2,37","2,70","1,27","1,27","37,13%","16,02%","3,50","48,91%","17,25%","0,00","236.447.000,00","0,01","36,69%"
AHEB6,"55,00","5,70","1,83","0,698","0,00%","0,794","3,15","6,72","-5,58","5,63","5,08","10,38%","12,25%","2,46","14,80%","32,19%","0,00","256.339.000,00","0,01","45,53%"
CALI3,"17,25","5,70","0,67","0,637","1,57%","0,175","0,30","9,93","1,77","16,38","13,88","6,42%","11,40%","5,79","1,96%","11,84%","2.146,90","178.731.000,00","0,73","15,47%"
RNPT4,"31,81","5,74","0,39","0,467","0,00%","0,379","57,01","56,10","57,01","56,05","56,05","0,83%","8,13%","1,38","0,68%","6,72%","0,00","63.944.000,00","0,00","4,85%"
RNPT3,"31,87","5,75","0,39","0,468","0,00%","0,380","57,12","56,21","57,12","56,15","56,15","0,83%","8,13%","1,38","0,68%","6,72%","0,00","63.944.000,00","0,00","4,85%"
DEXP3,"7,35","5,79","0,87","0,410","11,39%","0,562","1,22","6,34","1,91","5,76","4,65","6,46%","7,08%","3,48","12,09%","15,00%","1.299.300,00","1.040.570.000,00","0,22","5,73%"
DEXP4,"7,35","5,79","0,87","0,410","8,41%","0,562","1,22","6,34","1,91","5,76","4,65","6,46%","7,08%","3,48","12,09%","15,00%","41.147,10","1.040.570.000,00","0,22","5,73%"
SAPR4,"7,97","5,79","0,98","1,671","5,01%","0,455","10,06","6,13","-1,75","7,04","5,34","27,26%","28,86%","1,20","9,65%","16,84%","10.706.200,00","12.347.800.000,00","0,60","8,75%"
FIGE4,"38,01","5,88","0,48","0,000","0,13%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","8,18%","0,00","186.727.000,00","0,00","48,02%"
RSUL4,"64,00","5,93","1,42","0,918","7,43%","0,886","2,51","4,04","4,51","3,52","3,28","22,73%","15,48%","2,60","27,27%","23,91%","141.411,00","273.972.000,00","0,05","6,97%"
SAPR11,"40,99","5,96","1,00","1,719","4,78%","0,468","10,34","6,31","-1,80","7,22","5,47","27,26%","28,86%","1,20","9,65%","16,84%","67.284.400,00","12.347.800.000,00","0,60","8,75%"
CEAB3,"11,35","5,96","0,94","0,438","4,93%","0,375","2,42","3,64","-3,33","3,55","2,62","12,04%","7,35%","1,46","14,72%","15,84%","131.172.000,00","3.707.050.000,00","0,26","11,48%"
PINE3,"11,20","6,00","1,89","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","31,56%","150.115,00","1.405.590.000,00","0,00","59,41%"
SYNE3,"4,65","6,00","0,97","2,197","65,37%","0,300","5,84","6,35","-1,19","7,76","5,61","34,57%","34,97%","1,51","5,46%","16,18%","2.100.000,00","731.111.000,00","0,63","-12,11%"
AHEB5,"58,00","6,01","1,93","0,736","0,00%","0,838","3,33","7,09","-5,88","6,00","5,42","10,38%","12,25%","2,46","14,80%","32,19%","0,00","256.339.000,00","0,01","45,53%"
POMO3,"5,91","6,04","1,93","0,816","15,84%","0,760","2,64","5,19","60,58","6,22","5,60","15,72%","13,64%","1,89","20,62%","31,92%","4.862.630,00","3.832.370.000,00","0,96","26,67%"
